Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P9WIL9	reviewed	PAFC_MYCTU	Protein PafC (Proteasome accessory factor C)	pafC Rv2095c MTCY49.35c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	316
P9WIM1	reviewed	PAFB_MYCTU	Protein PafB (Proteasome accessory factor B)	pafB Rv2096c MTCY49.36c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	332
P9WIM5	reviewed	RNMT_MYCTU	Rhamnosyl O-methyltransferase (EC 2.1.1.-)	Rv2959c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	245
P9WIN3	reviewed	PHMT_MYCTU	Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase (EC 2.1.1.-)	Rv2952	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	270
P9WIN7	reviewed	MTB12_MYCTU	Low molecular weight antigen MTB12 (CFP-2) (Low molecular weight protein antigen 2)	mtb12 cfp2 Rv2376c MTCY27.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	168
P9WIN9	reviewed	MP64_MYCTU	Immunogenic protein MPT64 (Antigen MPT64)	mpt64 Rv1980c MTCY39.39	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	228
P9WIQ5	reviewed	RECC_MYCTU	RecBCD enzyme subunit RecC (Exonuclease V subunit RecC) (ExoV subunit RecC) (Helicase/nuclease RecBCD subunit RecC)	recC Rv0631c MTCY20H10.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1097
P9WIQ7	reviewed	ERP_MYCTU	Exported repetitive protein (Cell surface protein PirG) (EXP53)	erp pirG Rv3810 MTV026.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	284
P9WIR3	reviewed	CFP32_MYCTU	Putative glyoxylase CFP32 (27 kDa antigen Cfp30B)	cfp32 cfp30B TB27.3 Rv0577 MTV039.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	261
P9WIS3	reviewed	BKDA_MYCTU	3-methyl-2-oxobutanoate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-ketoacid dehydrogenase E1 component subunit alpha) (BCKADH E1-alpha)	bkdA pdhA Rv2497c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	367
P9WIT1	reviewed	Y2280_MYCTU	Uncharacterized FAD-linked oxidoreductase Rv2280 (EC 1.-.-.-)	Rv2280	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	459
P9WIT5	reviewed	YIDC_MYCTU	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC Rv3921c MTV028.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	366
P9WIT7	reviewed	PYRB_MYCTU	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)	pyrB Rv1380 MTCY02B12.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	319
P9WIU9	reviewed	NUSG_MYCTU	Transcription termination/antitermination protein NusG	nusG Rv0639 MTCY20H10.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	238
P9WIV3	reviewed	NUSA_MYCTU	Transcription termination/antitermination protein NusA	nusA Rv2841c MTCY16B7.01 MTCY24A1.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	347
P9WIV5	reviewed	NUOE_MYCTU	NADH-quinone oxidoreductase subunit E (EC 7.1.1.-) (NADH dehydrogenase I subunit E) (NDH-1 subunit E)	nuoE Rv3149 MTCY03A2.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WIV7	reviewed	NUOF_MYCTU	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-) (NADH dehydrogenase I subunit F) (NDH-1 subunit F)	nuoF Rv3150 MTCY03A2.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	445
P9WIW1	reviewed	NUOL_MYCTU	NADH-quinone oxidoreductase subunit L (EC 7.1.1.-) (NADH dehydrogenase I subunit L) (NDH-1 subunit L)	nuoL Rv3156 MTCY03A2.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	633
P9WIW5	reviewed	NUOM_MYCTU	NADH-quinone oxidoreductase subunit M (EC 7.1.1.-) (NADH dehydrogenase I subunit M) (NDH-1 subunit M)	nuoM Rv3157 MTCY03A2.01c MTV014.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	553
P9WIW7	reviewed	NUOA_MYCTU	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA Rv3145 MTCY03A2.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	128
P9WIW9	reviewed	NUON_MYCTU	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	nuoN Rv3158 MTV014.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	531
P9WIX1	reviewed	NUOH_MYCTU	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	nuoH Rv3152 MTCY03A2.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	410
P9WIX3	reviewed	NUOK_MYCTU	NADH-quinone oxidoreductase subunit K (EC 7.1.1.-) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	nuoK Rv3155 MTCY03A2.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	99
P9WIX7	reviewed	MUTT4_MYCTU	Putative mutator protein MutT4 (EC 3.6.1.-)	mutT4 Rv3908	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	248
P9WIZ1	reviewed	NRDR_MYCTU	Transcriptional repressor NrdR	nrdR Rv2718c MTCY05A6.39c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	154
P9WIZ9	reviewed	ACG_MYCTU	Putative NAD(P)H nitroreductase acg (EC 1.-.-.-)	acg Rv2032	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	331
P9WJ79	reviewed	MFTC_MYCTU	Mycofactocin maturase MftC ([Mycofactocin precursor peptide]-pyrrolidinone derivative synthase) (EC 4.1.99.26) ([Mycofactocin precursor peptide]-tyrosine decarboxylase) (EC 1.3.98.7)	mftC Rv0693	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	391
P9WJC1	reviewed	ESPK_MYCTU	ESX-1 secretion-associated protein EspK	espK Rv3879c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	729
P9WJE5	reviewed	ECCE3_MYCTU	ESX-3 secretion system protein EccE3 (ESX conserved component E3) (Type VII secretion system protein EccE3) (T7SS protein EccE3)	eccE3 Rv0292	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	331
P9WJE9	reviewed	ECCE1_MYCTU	ESX-1 secretion system protein EccE1 (ESX conserved component E1) (Type VII secretion system protein EccE1) (T7SS protein EccE1)	eccE1 snm7 Rv3882c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	462
P9WJF3	reviewed	CWSA_MYCTU	Cell wall synthesis protein CwsA (Cell wall synthesis and cell shape protein A)	cwsA Rv0008c MTCY10H4.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	145
P9WJF7	reviewed	CSM4_MYCTU	CRISPR system Cms protein Csm4 (CRISPR type III-A associated RAMP protein Csm4)	csm4 Rv2820c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	302
P9WJF9	reviewed	CSM3_MYCTU	CRISPR system Cms endoribonuclease Csm3 (EC 3.1.-.-) (CRISPR type III A-associated RAMP protein Csm3)	csm3 Rv2821c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
P9WJG1	reviewed	CSM2_MYCTU	CRISPR system Cms protein Csm2 (CRISPR type III A-associated protein Csm2)	csm2 Rv2822c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	124
P9WJG3	reviewed	CARD_MYCTU	RNA polymerase-binding transcription factor CarD	carD Rv3583c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	162
P9WJG5	reviewed	ARFC_MYCTU	Uncharacterized membrane protein ArfC	arfC Rv0901 MTCY31.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	175
P9WJG7	reviewed	ARFB_MYCTU	Uncharacterized membrane protein ArfB	arfB Rv0900 MTCY31.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	50
P9WJG9	reviewed	NUOI_MYCTU	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI Rv3153 MTCY03A2.05c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	211
P9WJH1	reviewed	NUOB_MYCTU	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB Rv3146 MTCY03A2.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	184
P9WJH3	reviewed	NUOC_MYCTU	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	nuoC Rv3147 MTCY03A2.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
P9WJI1	reviewed	FPRB_MYCTU	Probable ferredoxin/ferredoxin--NADP reductase (FNR) (EC 1.18.1.2)	fprB Rv0886 MTCY31.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	575
P9WJJ5	reviewed	NADD_MYCTU	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD Rv2421c MTCY428.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	214
P9WJJ9	reviewed	NADB_MYCTU	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	nadB Rv1595 MTCY336.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	527
P9WJK1	reviewed	NADA_MYCTU	Quinolinate synthase (EC 2.5.1.72)	nadA Rv1594 MTCY336.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	349
P9WJK5	reviewed	MUTB_MYCTU	Probable methylmalonyl-CoA mutase large subunit (MCM) (EC 5.4.99.2)	mutB Rv1493 MTCY277.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	750
P9WJK7	reviewed	MUTA_MYCTU	Probable methylmalonyl-CoA mutase small subunit (MCM) (EC 5.4.99.2)	mutA Rv1492 MTCY277.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	615
P9WJK9	reviewed	MURG_MYCTU	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG Rv2153c MTCY270.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	410
P9WJL1	reviewed	MURF_MYCTU	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)	murF Rv2157c MTCY270.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	510
P9WJL5	reviewed	MURD_MYCTU	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	murD Rv2155c MTCY270.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	496
P9WJL7	reviewed	MURC_MYCTU	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC Rv2152c MTCY270.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	494
P9WJL9	reviewed	MURB_MYCTU	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	murB Rv0482 MTCY20G9.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	369
P9WJM3	reviewed	MTNN_MYCTU	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	mtnN mtn Rv0091 MTCY251.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	255
P9WJN7	reviewed	APBC_MYCTU	Iron-sulfur cluster carrier protein	mrp Rv1229c MTCI61.12c MTV006.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	381
P9WJP1	reviewed	RSMH_MYCTU	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW Rv2165c MTCY270.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396
P9WJP3	reviewed	MENC_MYCTU	o-succinylbenzoate synthase (OSB synthase) (OSBS) (EC 4.2.1.113) (4-(2'-carboxyphenyl)-4-oxybutyric acid synthase) (o-succinylbenzoic acid synthase)	menC Rv0553 MTCY25D10.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	326
P9WJP5	reviewed	MQO_MYCTU	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	mqo Rv2852c MTCY24A1.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	493
P9WJQ5	reviewed	MOEA2_MYCTU	Molybdopterin molybdenumtransferase 2 (MPT Mo-transferase 2) (EC 2.10.1.1)	moaE2 Rv0438c MTV037.02c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	405
P9WJQ7	reviewed	MOEA1_MYCTU	Molybdopterin molybdenumtransferase 1 (MPT Mo-transferase 1) (EC 2.10.1.1)	moeA1 moeA Rv0994 MTCI237.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	426
P9WJQ9	reviewed	MOBA_MYCTU	Probable molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA Rv2453c MTV008.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
P9WJR1	reviewed	MOAE2_MYCTU	Molybdopterin synthase catalytic subunit 2 (EC 2.8.1.12) (MPT synthase subunit 2 2) (Molybdenum cofactor biosynthesis protein E 2) (Molybdopterin-converting factor large subunit 2) (Molybdopterin-converting factor subunit 2 2)	moaE2 Rv0866 MTV043.59	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	141
P9WJR3	reviewed	MOAE1_MYCTU	Molybdopterin synthase catalytic subunit 1 (EC 2.8.1.12) (MPT synthase subunit 2 1) (Molybdenum cofactor biosynthesis protein E 1) (Molybdopterin-converting factor large subunit 1) (Molybdopterin-converting factor subunit 2 1)	moaE1 moaE Rv3119 MTCY164.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	147
P9WJR5	reviewed	MOAC3_MYCTU	Cyclic pyranopterin monophosphate synthase 3 (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C 3)	moaC3 Rv3324c MTV016.24c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	177
P9WJR7	reviewed	MOAC2_MYCTU	Cyclic pyranopterin monophosphate synthase 2 (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C 2)	moaC2 Rv0864 MTV043.57	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	167
P9WJS1	reviewed	MOAA2_MYCTU	GTP 3',8-cyclase 2 (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A 2)	moaA2 Rv0869c MTV043.62c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	360
P9WJS5	reviewed	MNMA_MYCTU	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA trmU Rv3024c MTV012.39c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	367
P9WJS9	reviewed	MMPS4_MYCTU	Siderophore export accessory protein MmpS4 (PGB14T-X)	mmpS4 Rv0451c MTV037.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	140
P9WJT9	reviewed	MMPLB_MYCTU	Heme uptake protein MmpL11	mmpL11 Rv0202c MTV033.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	966
P9WJU1	reviewed	MMPLA_MYCTU	Acyltrehalose exporter MmpL10	mmpL10 Rv1183 MTV005.19	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1002
P9WJV1	reviewed	MMPL5_MYCTU	Siderophore exporter MmpL5	mmpL5 Rv0676c MTV040.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	964
P9WJW1	reviewed	MIAA_MYCTU	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	miaA Rv2727c MTCY154.07c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314
P9WJW5	reviewed	OGT_MYCTU	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt Rv1316c MTCY130.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	165
P9WJW9	reviewed	JEFA_MYCTU	Drug efflux pump JefA	jefA Rv2459	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	508
P9WJX3	reviewed	Y1634_MYCTU	Probable multidrug-efflux transporter Rv1634	Rv1634	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	471
P9WJX7	reviewed	CHLEP_MYCTU	Chloramphenicol efflux pump Rv0191	Rv0191	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	413
P9WJX9	reviewed	TAP_MYCTU	Multidrug efflux pump Tap (Tetracycline/aminoglycoside resistance-like efflux pump)	tap Rv1258c MTCY50.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	419
P9WJY9	reviewed	METXA_MYCTU	Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)	metXA metA Rv3341 MTV016.41	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	379
P9WK05	reviewed	MIAB_MYCTU	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB Rv2733c MTCY154.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	545
P9WK11	reviewed	MEND_MYCTU	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	menD Rv0555	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	554
P9WK13	reviewed	MDH_MYCTU	Malate dehydrogenase (EC 1.1.1.37)	mdh Rv1240 MTV006.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	329
P9WK25	reviewed	MAOX_MYCTU	Putative malate oxidoreductase [NAD] (EC 1.1.1.38) (Malic enzyme)	mez Rv2332 MTCY3G12.02c MTCY98.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	548
P9WK27	reviewed	NTPP_MYCTU	Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)	Rv3282 MTCY71.22	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	222
P9WK35	reviewed	RISA_MYCTU	Riboflavin synthase (RS) (EC 2.5.1.9)	ribE ribC Rv1412 MTCY21B4.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	201
P9WK37	reviewed	LPQB_MYCTU	Lipoprotein LpqB	lpqB Rv3244c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	587
P9WK55	reviewed	LPRA_MYCTU	Lipoprotein LprA	lprA Rv1270c MTCY50.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	244
P9WK73	reviewed	LPPN_MYCTU	Putative lipoprotein LppN	lppN Rv2270 MTCY339.40c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	175
P9WK85	reviewed	LIPR_MYCTU	Putative acetyl-hydrolase LipR (EC 3.1.1.-)	lipR bah Rv3084	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	308
P9WK93	reviewed	LGT_MYCTU	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt Rv1614 MTCY01B2.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	468
P9WK95	reviewed	LEUD_MYCTU	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD Rv2987c MTV012.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	198
P9WK97	reviewed	LEPA_MYCTU	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA Rv2404c MTCY253.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	653
P9WK99	reviewed	LSPA_MYCTU	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA Rv1539 MTCY48.26c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
P9WKA1	reviewed	LEP_MYCTU	Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I)	lepB Rv2903c MTCY274.34c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	294
P9WKA3	reviewed	Y895_MYCTU	Putative diacyglycerol O-acyltransferase Rv0895 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv0895)	Rv0895 MTCY31.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	505
P9WKB3	reviewed	Y2484_MYCTU	Putative diacyglycerol O-acyltransferase Rv2484c (EC 2.3.1.20) (Putative triacylglycerol synthase Rv2484c)	Rv2484c MTV008.40c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	491
P9WKB7	reviewed	Y221_MYCTU	Putative diacyglycerol O-acyltransferase Rv0221 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv0221)	Rv0221 MTCY08D5.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	469
P9WKC1	reviewed	Y1425_MYCTU	Putative diacyglycerol O-acyltransferase Rv1425 (EC 2.3.1.20) (Putative triacylglycerol synthase Rv1425)	Rv1425 MTCY21B4.43 MTCY493.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	459
P9WKE7	reviewed	KHSE_MYCTU	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB Rv1296 MTCY373.16	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	316
P9WKF3	reviewed	KDPA_MYCTU	Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)	kdpA Rv1029 MTCY10G2.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	571
P9WKF9	reviewed	ISPH1_MYCTU	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1 (HDR 1) (HMBPP reductase 1) (EC 1.17.7.4)	ispH1 lytB1 Rv3382c MTV004.40c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	329
P9WKG3	reviewed	ISPG_MYCTU	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG gcpE Rv2868c MTV003.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	387
P9WKK1	reviewed	IF2_MYCTU	Translation initiation factor IF-2	infB Rv2839c MTCY16B7.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	900
P9WKK5	reviewed	IDI_MYCTU	Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)	idi Rv1745c MTCY04C12.29c MTCY28.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	203
P9WKV1	reviewed	Y485_MYCTU	Transcriptional regulator Rv0485	Rv0485 MTCY20G9.11	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	438
P9WKW5	reviewed	Y3835_MYCTU	Uncharacterized membrane protein Rv3835	Rv3835	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	449
P9WKX7	reviewed	Y3660_MYCTU	Uncharacterized protein Rv3660c	Rv3660c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	350
P9WL37	reviewed	Y2885_MYCTU	Putative RNA-guided DNA endonuclease Rv2885c (EC 3.1.21.-)	Rv2885c MTCY274.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	460
P9WLG1	reviewed	STF3_MYCTU	Omega-hydroxy-beta-dihydromenaquinone-9 sulfotransferase Stf3 (EC 2.8.2.40) (PAPS-dependent sulfotransferase Stf3)	stf3 Rv2267c MTCY339.43	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	388
P9WLJ1	reviewed	Y2191_MYCTU	Putative bifunctional exonuclease/endonuclease protein Rv2191 (EC 3.1.-.-)	Rv2191 MTCY190.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	645
P9WLM7	reviewed	VPB15_MYCTU	Antitoxin VapB15	vapB15 Rv2009 MTCY39.08c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	80
P9WLN1	reviewed	Y2005_MYCTU	Universal stress protein Rv2005c (USP Rv2005c)	Rv2005c MTCY39.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	295
P9WLP1	reviewed	Y1996_MYCTU	Universal stress protein Rv1996 (USP Rv1996)	Rv1996 MTCY39.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	317
P9WLP7	reviewed	MBCA_MYCTU	Mycobacterial cidal antitoxin MbcA (Antitoxin Xre) (ucAT8 antitoxin)	mbcA Rv1990c MTCY39.29	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	113
P9WLQ1	reviewed	MCBP_MYCTU	Cellulose/chitin binding protein Rv1987 (Carbohydrate binding protein) (CBP)	CBD2 Rv1987 MTCY39.32c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	142
P9WLT1	reviewed	Y1708_MYCTU	Uncharacterized protein Rv1708	Rv1708	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	318
